Mac-ID,SMILES,Avg-B-Score,Avg-Res-Growth,Active
MAC-0158341,"c1ccc2c(c1)c(c(cn2)C(=O)c1ccc(cc1)OC)c1ccccc1	",-1.3605,1.0575,0
MAC-0158342,"c1(cc(no1)N/C=C/c1nnnn1c1ccc(cc1)Cl)C(C)(C)C	",4.3185,1.1685,0
MAC-0158343,"c1c(ccc(c1)/C(=C/C=C(/C(=O)OCC)\C#N)/N1CCOCC1)Cl	",-2.545,1.0505,0
MAC-0158344,"c1c(ccc(c1)/C(=C/C=C(/C(=O)OCC)\C#N)/N1CCSCC1)Cl	",4.571,1.211,0
MAC-0158345,"c1c(ccc(c1)/C(=C/C=C(C#N)C#N)/N1CCN(CC1)c1ccc(c(c1)Cl)Cl)C	",3.2995,1.2575,0
MAC-0158346,"c1cc(n(c1C)c1ncccc1Oc1c(c(=O)n(nc1)Cc1ccccc1)Cl)C	",2.057,0.9245,0
MAC-0158347,"C1C(N(c2c1cccc2)C(=O)OCc1ccccc1)C(=O)Nc1ccc2c(c1)OCCO2	",-0.44,0.925,0
MAC-0158348,"c12c(CCO1)cc(cc2)CCC(=O)O	",0.817,1.0175,0
MAC-0158349,"c1cc(cc2c1OCCO2)NS(=O)(=O)c1ccc(c2nc(sc2)C)s1	",-0.04,1,0
MAC-0158350,"c1cc(cc2c1OCCO2)NS(=O)(=O)c1cccs1	",-0.343,1.014,0
MAC-0158351,"c1(cc(cc(c1)NC(/C(=N/O)/C)(C)C)C(F)(F)F)C(F)(F)F	",-0.3945,1.0145,0
MAC-0158352,"c1(cccc(c1)NC(/C(=N/O)/C)(C)C)Br	",0.1145,1.0285,0
MAC-0158353,"Cc1nc(sc1C(=O)NC(=O)c1c(cccc1)O)c1ccccc1	",-1,1.068,0
MAC-0158354,"c1cc(co1)C(=O)NC(=O)c1c(cccc1)O	",-10.2855,0.821,0
MAC-0158355,"c1c(cccc1)NC(=O)NCC1CC1	",0.063,0.9355,0
MAC-0158356,"n1c(s/c(=C\2/C(=O)c3ccccc3C2=O)/n1c1ccccc1)C(=O)OCC	",1.457,1.029,0
MAC-0158357,"n12c(n(c3c(c1=O)CCCC3)C)ncn2	",-3.1485,0.975,0
MAC-0158358,"c1ccsc1NC(=O)NCC1CC1	",-5.6,0.9715,0
MAC-0158359,"c1c(ccc(c1)NC(=O)NCC1CC1)OCc1ccccc1	",3.9485,1.0575,0
MAC-0158360,"C1Cc2c(O1)ccc(c1nc([nH]n1)c1ccccc1O)c2	",0.297,1.0355,0
MAC-0158361,"c1ccc2c(c1)c(=O)nc(o2)c1ccc(c(c1)OC)OC	",0.28,1.086,0
MAC-0158362,"c1cc(sc1S(=O)(=O)Nc1c(cccc1)C(F)(F)F)c1ncccc1	",0.6085,0.9,0
MAC-0158363,"O=S(=O)(C)N(Cc1c(cccc1)N1CCC(CC1)C(=O)O)Cc1ccccc1	",1.997,0.9355,0
MAC-0158364,"O=S(=O)(c1ncn(c1)C)N(Cc1c(cccc1)N1CCC(CC1)C(=O)O)Cc1ccccc1	",0.42,0.9995,0
MAC-0158365,"c1(ccc(cc1)CN1CCN(CC1)Cc1ccccc1)N(CC)CC	",-0.437,0.982,0
MAC-0158366,"N(c1ccc(cc1)OC)Cc1ncccc1	",-0.283,0.9995,0
MAC-0158367,"c1c(c2ccc(s2)c2nc(C)c(s2)C(=O)OCC)noc1	",-9.523,0.914,0
MAC-0158368,"c1(c2cc(sc2C(F)(F)F)c2nc(C)c(s2)C(=O)O)ccccc1	",-0.877,1.007,0
MAC-0158369,"N(c1ccc(cc1)OC)(Cc1ccccn1)C(=O)c1ccc(cc1)F	",0.843,1.0755,0
MAC-0158370,"c1c(C(=O)Nc2cc3c(cc2)nc(cc3)C)c(oc1c1ccccc1)C	",-4.5545,0.849,0
MAC-0158371,"Cc1c(c(on1)C)S(=O)(=O)NC1CCN(CC1)C(=O)OCC	",0.1715,0.9215,0
MAC-0158372,"S(=O)(=O)(NC1CCN(CC1)C(=O)OCC)c1ccccc1	",-0.1715,0.996,0
MAC-0158373,"c1cc(sc1Cl)S(=O)(=O)NC1CCN(CC1)C(=O)OCC	",2.857,1.014,0
MAC-0158374,"c1ccc(o1)C(=O)NC1CCN(CC1)C(=O)OCC	",0.863,1.014,0
MAC-0158375,"n1c(cc(o1)C)C(=O)NC1CCN(CC1)C(=O)OCC	",-4.6745,0.9605,0
MAC-0158376,"C1(C(=O)NC2CCN(CC2)C(=O)OCC)CCCCC1	",-1.7885,1,0
MAC-0158377,"c1(c(cc(s1)Cl)C(=O)NC1CCN(CC1)C(=O)OCC)Cl	",0.7085,1.0755,0
MAC-0158378,"c1(C(=O)NC2CCN(CC2)C(=O)OCC)ccc(cc1)C	",-0.0685,0.882,0
MAC-0101315,"S(=O)(=O)(N1c2c(CCC1)cccc2)c1ccc(NC(=O)C)cc1	",1.183,0.9175,0
MAC-0158380,"c1(ccc(s1)c1csc(n1)C)S(=O)(=O)N1CCCc2c1cccc2	",8.977,1.0715,0
MAC-0158381,"O=S(=O)(c1cnn(c1C)c1ccccc1)N1CCCc2c1cccc2	",1.7655,0.9965,0
MAC-0158382,"c12c(OCO1)ccc(c2)CN1CCN(CC1)C(=O)c1c(=O)oc2c(c1)cc(c(c2)OC)OC	",0,0.9925,0
MAC-0158383,"N1(c2cc(nc3c2cccc3)C)CCN(CC1)C(=O)c1c(=O)oc2c(c1)cc(c(c2)OC)OC	",-3.023,0.9645,0
MAC-0158384,"N1(C(=O)CSCC(=O)O)CCCc2c1cccc2	",0,1.0035,0
MAC-0158385,"c1cc(n(c1C)CC1CCNCC1)C	",-0.9315,1.047,0
MAC-0158386,"C1N(CCC1)C(=O)c1ccc(cc1)C(=O)N1CCCC1	",-0.5455,0.8705,0
MAC-0158387,"C1CCN(C1)CC(c1ccccc1)O	",-0.8945,0.889,0
MAC-0158388,"O=S(=O)(c1ccc(c(c1)NCC(=O)OCC)C)N(C)C	",-1.283,0.971,0
MAC-0158389,"C1(c2c(cccc2)c2c1cccc2)N1CCN(CC1)S(=O)(=O)c1ccc(n2nccc2)cc1	",5.5855,1.021,0
MAC-0158390,"c12cc(C(=O)CN3CCN(C4c5c(cccc5)c5c4cccc5)CC3)ccc1OCO2	",4.0945,1.0285,0
MAC-0158391,"c1cc(sc1)c1ccc(s1)C(=O)NNC(=O)Cc1cc(OC)ccc1	",1.94,1.0035,0
MAC-0158392,"N1(C(=O)OC(C)(C)C)CCCN(CC1)C(=O)c1c(Cl)c2c(s1)cccc2	",-2.4885,0.975,0
MAC-0158393,"C(=O)(N1CCCN(CC1)C(=O)c1c(Oc2ccc(Cl)cc2)nccc1)OC(C)(C)C	",-1.2715,1.0355,0
MAC-0158394,"C1Oc2c(O1)ccc(C(=O)NNC(=O)Cc1cc(OC)ccc1)c2	",0.7085,0.878,0
MAC-0158395,"n1c(C)c(sn1)C(=O)NNC(=O)Cc1cc(OC)ccc1	",-0.097,0.8925,0
MAC-0158396,"c1cc(C(=O)NNC(=O)Cc2cc(OC)ccc2)cc2c1nsn2	",-1.8115,0.9565,0
MAC-0158397,"C(=O)(c1cc2nccnc2cc1)NNC(=O)Cc1cc(OC)ccc1	",0.897,0.9715,0
MAC-0158398,"c1(c(n(nc1)c1ccccc1)C)C(=O)NNC(=O)Cc1cc(OC)ccc1	",-0.823,0.9715,0
MAC-0158399,"O=S(=O)(c1cc2c(OCC2)cc1)N1CCCN(C(=O)OC(C)(C)C)CC1	",-1.6515,0.964,0
MAC-0158400,"n1snc2c1c(S(=O)(=O)N1CCCN(C(=O)OC(C)(C)C)CC1)ccc2	",0.9145,1,0
MAC-0158401,"c1c(ccs1)C(=O)Nc1c(cccc1)C(F)(F)F	",-0.4745,1.0395,0
MAC-0158402,"c1(ccccc1)C1=Nc2ccccc2N=C(c2ccccc2)C1	",-0.297,0.8925,0
MAC-0158403,"c1ccc(o1)CNC(=O)c1cscc1	",-4.6685,0.8745,0
MAC-0158404,"n1c(nc([nH]1)SCc1ccc(cc1)Cl)NC(=O)COCC(=O)O	",-2.36,0.975,0
MAC-0158405,"n1c(nc([nH]1)SCc1ccc(cc1)Cl)NC(=O)CSCC(=O)O	",-1.663,0.9715,0
MAC-0158406,"c1ccc(s1)S(=O)(=O)Nc1n[nH]c(n1)SCc1ccc(cc1)Cl	",2.423,1.0285,0
MAC-0158407,"c1(S(=O)(=O)Nc2n[nH]c(n2)SCc2ccc(cc2)Cl)cc2CCOc2cc1	",13.48,1.125,0
MAC-0158408,"n1onc2c1cccc2S(=O)(=O)Nc1n[nH]c(n1)SCc1ccc(cc1)Cl	",-0.0455,1.018,0
MAC-0158409,"c1(ccc(s1)S(=O)(=O)Nc1n[nH]c(n1)SCc1ccc(cc1)Cl)c1ccccn1	",5.0115,1.111,0
MAC-0158410,"c1ccnc(n1)N1CCN(CC1)C(=O)COCC(=O)O	",1.8715,0.8995,0
MAC-0158411,"c1ccnc(n1)N1CCN(CC1)C(=O)CC(CC(=O)O)(C)C	",-1.7685,0.885,0
MAC-0158412,"c1ccnc(n1)N1CCN(CC1)C(=O)Nc1ccc(cc1)OC(F)(F)F	",-1.4255,0.9715,0
MAC-0158413,"c1ccc(s1)NC(=O)N1CCN(c2ncccn2)CC1	",-0.317,0.9675,0
MAC-0158414,"c1(cc(c(s1)Cl)C(=O)NCC1COc2ccccc2O1)Cl	",-0.5745,0.9855,0
MAC-0158415,"c1(c(c2c(s1)cccc2)Cl)C(=O)NCC1COc2ccccc2O1	",10.9855,1.0895,0
MAC-0158416,"c1(c(nns1)C)C(=O)NCC1COc2ccccc2O1	",3.5855,1.0325,0
MAC-0083061,"C(=O)(c1occc1)NCC1Oc2c(OC1)cccc2	",-0.9115,1.043,0
MAC-0158418,"c1(cccs1)S(=O)(=O)NCC1COc2ccccc2O1	",0.297,0.9145,0
MAC-0158419,"c1(NC(=O)N2CCN(C(=O)C3CCCO3)CC2)cccc(c1)OC	",0.863,0.939,0
MAC-0158420,"C1CCCN1C(=O)CN1CCN(CC1)C(=O)c1ccc2c(CCO2)c1	",-0.3485,1.011,0
MAC-0158421,"S(=O)(=O)(c1ccc(c(c1)Cl)C)Nc1cnc(cc1)OC	",-0.4285,1,0
MAC-0158422,"S(=O)(=O)(NC(=O)Nc1cnc(cc1)OC)c1ccc(cc1)C	",-0.2745,1.018,0
MAC-0158423,"c1(NC(=O)Nc2cnc(cc2)OC)cc(cc(c1)C)C	",0.2685,1.0215,0
MAC-0158424,"c1ccc(s1)NC(=O)Nc1cnc(cc1)OC	",-0.777,1.0215,0
MAC-0158425,"S(=O)(=O)(c1ccc(cc1)NC(=O)C)N1CCN(CC1)CC(=O)N1CCOCC1	",2.7715,1.1035,0
MAC-0158426,"C(=O)(N1CCN(c2ncc(cc2)C(F)(F)F)CCC1)c1cc(c(cc1)C)C	",0.222,0.9285,0
MAC-0158427,"C(=O)(c1c(c2c(cccc2Cl)F)noc1C)N1CCN(c2ncc(cc2)C(F)(F)F)CCC1	",-0.068,0.9695,0
MAC-0158428,"c1(c(c(no1)C)S(=O)(=O)N1CCN(c2ncc(cc2)C(F)(F)F)CCC1)C	",1.7735,1.0665,0
MAC-0158429,"N1(C(=O)COCC(=O)O)CCN(CCC1)c1ncc(cc1)C(F)(F)F	",-0.889,1.039,0
MAC-0158430,"c1cc(n(c1C)C)CNC(=O)Nc1ccc(cc1)C(C)(C)C	",-3.6005,1.0045,0
MAC-0158431,"c1ccsc1S(=O)(=O)NCc1ccc(n1C)C	",0.624,1.049,0
MAC-0158432,"c1(S(=O)(=O)NCc2ccc(n2C)C)ccc(cc1)C(F)(F)F	",-1.0985,1.032,0
MAC-0158433,"c1(c(sc2c1cccc2)C(=O)N1CCN(C(=O)C2CCCO2)CC1)Cl	",-0.233,1.07,0
MAC-0158434,"c1c(scc1S(=O)(=O)c1ccccc1)S(=O)(=O)N1CCN(C(=O)C2CCCO2)CC1	",-1.341,0.904,0
MAC-0158435,"n1c(c(c(o1)C)S(=O)(=O)N1CCN(CC1)C(=O)C1CCCO1)C	",1.1545,0.9835,0
MAC-0158436,"c1c(sc(c1)CNC(=O)c1ccccc1)S(=O)(=O)N1CCN(C(=O)C2CCCO2)CC1	",1.6635,1.0595,0
MAC-0158437,"c1cnc(cc1C(=O)Nc1c(cccc1)N1CCOCC1)N1CCC(CC1)(c1ccc(cc1)Cl)O	",3.685,1.094,0
MAC-0158438,"C(=O)(Nc1ccc(cc1)OC)C1CN(C(=O)C1)Cc1ccc(cc1)F	",0.443,1.0525,0
MAC-0158439,"C1Oc2c(O1)cc(CNC(=O)C1CN(C(=O)C1)Cc1ccc(cc1)F)cc2	",-1.247,1.0215,0
MAC-0158440,"c12c(nc(cc1)C)ccc(NC(=O)C1CN(C(=O)C1)Cc1ccc(cc1)F)c2	",-0.4045,1.039,0
MAC-0158441,"c1(ccc(cc1)CCN1CC(C(=O)Nc2ccc(cc2)Cl)CC1=O)Cl	",-2.1035,1.0425,0
MAC-0158442,"C1(=O)N(C(=O)c2c1cccc2)c1c(nns1)c1ccc(cc1)OC	",-1.5075,0.904,0
MAC-0158443,"c1(NC(=O)NCc2ccc(cc2)C#N)cc(c(cc1)C)Cl	",5.877,1.042,0
MAC-0158444,"O(Cc1ccccc1)c1ccc(NC(=O)NCc2ccc(cc2)C#N)cc1	",-0.23,1.035,0
MAC-0158445,"n1c(cc(n1Cc1ccccc1)C(=O)NCc1ccc(cc1)C#N)C(C)(C)C	",-0.02,1.0455,0
MAC-0158446,"C(=O)(c1cn2c(n1)ccc(n2)Oc1ccc(cc1)N1CCN(CC1)C(=O)C)OCC	",1.3365,1.0665,0
MAC-0158447,"c1c(nc2n1nc(cc2)N1CCCCC1)C(=O)OCC	",-0.2685,1.035,0
MAC-0158448,"c1(sc2=NCCn2c1C)C(=O)OCC	",-0.435,1.0425,0
MAC-0158449,"c1(n2CCCN=c2sc1C(=O)OCC)C	",0.328,1.0735,0
MAC-0158450,"c1(c(ncn1Cc1ccccc1)C(=O)OCC)N	",-0.7115,0.897,0
MAC-0158451,"c1(ccc(s1)S(=O)(=O)N1CCN(CC1)CC(=O)N1CCOCC1)Cl	",-1.173,0.9385,0
MAC-0158452,"c1cncc(c1)NC(=O)Nc1ccc(c(c1)Cl)C	",-2.6475,0.99,0
MAC-0158453,"O=S(=O)(NC(=O)Nc1ccc(cc1)N(C)C)c1ccc(cc1)C	",2.468,1.0665,0
MAC-0158454,"c1(cccs1)NC(=O)Nc1ccc(cc1)N(C)C	",0.201,1.039,0
MAC-0158455,"c1(NC(=O)Nc2ccc(cc2)N(C)C)cc(ccc1OC)Cl	",-0.7885,1.0145,0
MAC-0158456,"c1c(ccc(c1)NC(=O)Nc1ccc(cc1)OCc1ccccc1)N(C)C	",0.9425,1.046,0
MAC-0158457,"Clc1c(sc2c1cccc2)C(=O)Nc1ccc(cc1)N(C)C	",1.2265,1.0735,0
MAC-0158458,"c1c(ccc(c1)CN1CCS(=O)(=O)CC1)C	",-0.676,0.904,0
MAC-0158459,"C1(C(=O)Nc2ccc(cc2)F)CC(=O)N(C1)Cc1ccco1	",-0.3515,0.952,0
MAC-0158460,"C1(C(=O)Nc2ccc(nc2)N2CCOCC2)CC(=O)N(C1)Cc1ccco1	",-0.6635,1.025,0
MAC-0158461,"C1Cc2c(O1)ccc(S(=O)(=O)N1CCN(c3ncc(cc3)C(F)(F)F)CCC1)c2	",-0.7275,1.0285,0
MAC-0158462,"N1(C(=O)Nc2ccccc2)CCN(c2ncc(cc2)C(F)(F)F)CCC1	",1.245,1.056,0
MAC-0158463,"c1cccc(c1)CN1CCOC(C1)COC(=O)Nc1ccc(cc1)OCc1ccccc1	",0.8365,1.0425,0
MAC-0158464,"S(=O)(=O)(NC(=O)OCC1OCCN(Cc2ccccc2)C1)c1ccc(cc1)C	",-3.262,0.9975,0
MAC-0158465,"c12c(CCO1)cc(C1n3cccc3c3c(N1)cccc3)cc2	",0.766,1.07,0
MAC-0158466,"C1(=O)N(C(=O)c2c1cccc2)Cc1ccc(o1)C1n2cccc2c2c(N1)cccc2	",5.31,0.952,0
MAC-0158467,"c1c(ccc(c1)COCC(=O)O)Br	",0.028,0.9285,0
MAC-0158468,"c1cc(n(c1C)c1ccc(C(=O)NNC(=O)c2c(c3ccccc3)noc2C)cc1)C	",-1.481,0.9835,0
MAC-0158469,"n1(c(ccc1C)C)c1ccc(C(=O)NNC(=O)c2cc3nccnc3cc2)cc1	",-0.656,1.0005,0
MAC-0158470,"n1c(cn(c1)C)S(=O)(=O)N1CCCN(C(=O)OC(C)(C)C)CC1	",-1.248,0.994,0
MAC-0158471,"C(=O)(N1CCCN(CC1)S(=O)(=O)c1c(n(nc1)c1ccccc1)C)OC(C)(C)C	",0.9425,1.011,0
MAC-0158472,"c12c(OCO1)ccc(c1nnc(Cc3cc(OC)ccc3)o1)c2	",1.3055,1.025,0
MAC-0158473,"c1(c(nns1)C)c1nnc(Cc2cc(OC)ccc2)o1	",-0.889,1.018,0
MAC-0158474,"c12c(nsn1)ccc(c1nnc(Cc3cc(OC)ccc3)o1)c2	",-0.002,0.894,0
MAC-0158475,"c1cc(sc1)c1ccc(s1)c1nnc(Cc2cc(OC)ccc2)o1	",7.9125,1.039,0
MAC-0158476,"c1cc(c(c(c1)Cl)Oc1ncc(cc1)NC(=O)COCC(=O)O)Cl	",-0.451,1.0005,0
MAC-0158477,"O=S(=O)(c1ccc(cc1)NC(=O)C)Nc1cnc(Oc2c(cccc2Cl)Cl)cc1	",0.0665,1.0145,0
MAC-0158478,"c1(c(C)noc1C)S(=O)(=O)Nc1cnc(Oc2c(cccc2Cl)Cl)cc1	",1.201,1.032,0
MAC-0158479,"n1cc(cn1C)S(=O)(=O)Nc1cnc(Oc2c(cccc2Cl)Cl)cc1	",0.0745,1.004,0
MAC-0158480,"c1c(cc(CC(NC(=O)C)(C(=O)OCC)C(=O)OCC)c2c1COCO2)F	",-0.622,1.004,0
MAC-0158481,"n1c(c(c(o1)C)NC(=O)c1c(nccc1)SCCC)c1ccccc1	",-0.56,1.0285,0
MAC-0158482,"c1ccc(c(c1C(=O)O)O)CC=C	",-0.63,0.887,0
MAC-0158483,"c1ccc(o1)CNC(=S)NCC1CC(=NO1)c1ccccc1	",-0.8355,0.9285,0
MAC-0158484,"C1(CC(=NO1)c1ccc(cc1)OC)COc1ccc(cc1)[N+](=O)[O-]	",0.3395,1.0145,0
MAC-0158485,"c1(n(c2c(n1)n(c(=O)n(c2=O)C)C)Cc1ccc(cc1)Cl)NNC(=O)C(C)C	",2.224,1.0455,0
MAC-0158486,"C(c1ccc(cc1)O)CNc1n(c2c(n1)n(c(=O)n(c2=O)C)C)C	",1.2735,1.0315,0
MAC-0158487,"c1(n(c2c(n1)n(c(=O)n(c2=O)C)C)C)N1CCc2c(C1)cccc2	",-0.2285,1.0075,0
MAC-0158488,"C1CCN2C(C1)C(CCC2)COC(=O)/C=C/c1ccccc1	",-0.9255,1.008,0
MAC-0158489,"c1ccc(s1)C(=O)c1cnn(n1)c1ccc(cc1)Cl	",1.342,1.0595,0
MAC-0158490,"c1(c(nn(n1)c1ccc(cc1)Cl)C(=O)c1ccccc1)N	",1.547,0.918,0
MAC-0158491,"n1ccc([nH]1)c1c(=O)oc2ccccc2c1	",-7.2735,0.845,0
MAC-0158492,"C1CCN2C(C1)C(CCC2)COC(=O)c1cc2c(oc1=O)cccc2	",0.568,1.018,0
MAC-0158493,"c1ccoc1C(=O)OC(Cn1cnc2c1c(=O)n(c(=O)n2C)C)COC(=O)c1ccco1	",0.1625,1.0215,0
MAC-0158494,"n1cnc2c(c1N)ncn2CCc1ccccc1	",-1.318,1.0005,0
MAC-0158495,"O=S(=O)(c1ccc(Oc2c(cccc2C#N)C#N)cc1)N1CCC(CC1)C(=O)N	",1.4705,1.0355,0
MAC-0158496,"O=S(=O)(c1ccc(Oc2c(cccc2C#N)C#N)cc1)NCc1ccco1	",1.0295,1.0355,0
MAC-0158497,"O=C(Nc1ccc(cc1)C)c1c(nccn1)C(=O)NC1CCN(CC1)C(=O)OCC	",-0.549,1.0355,0
MAC-0158498,"c1(Cc2nnc(c3c(noc3C)c3ccccc3)o2)cc(OC)ccc1	",0.5225,0.9215,0
MAC-0158499,"O=S(=O)(NC(=O)N1CCCN(C(=O)OC(C)(C)C)CC1)c1ccc(cc1)C	",-0.384,0.956,0
MAC-0158500,"c1c(C(=O)OCC)c(n(n1)C(=O)Cc1cc(OC)ccc1)N	",-0.012,1.0285,0
MAC-0158501,"c1(CC(=O)n2c(c(cn2)C(=O)OCC)N)ccsc1	",-2.623,1.004,0
MAC-0158502,"n1(c2ccc(cc2)Cl)c(nnc1Cc1cccc(c1)OC)S	",-1.3685,1.018,0
MAC-0158503,"c1ccoc1Cn1c(nnc1S)Cc1cc(ccc1)OC	",0.172,1.032,0
MAC-0158504,"c1cscc1Cc1n(c2ccc(cc2)F)c(nn1)S	",0.7915,1.0455,0
MAC-0158505,"n1nc(n(c1Cc1ccsc1)Cc1ccccc1)S	",1.8625,1.08,0
MAC-0158506,"c1(nnc(n1c1cnccc1)c1cccc2c1cccc2)S	",-1.857,0.912,0
MAC-0158507,"c1(nnc(o1)c1cccc2c1cccc2)Nc1cccnc1	",-3.081,0.915,0
MAC-0158508,"C1Oc2c(O1)ccc(C(=O)NNC(=O)C1N(C(=O)C)CCS1)c2	",0.352,1.013,0
MAC-0158509,"c12c(OCO1)cc(cc2)NC(/C(=N/O)/C)(C)C	",1.381,1.0265,0
MAC-0158510,"c1c(ccc(c1)NC(/C(=N/O)/C)(C)C)C(C)(C)C	",-0.0665,1.0265,0
MAC-0158511,"c12CCOc1cccc2c1scc(n1)C(=O)Nc1cc2c(cc1)OCCO2	",8.1855,1.1445,0
MAC-0158512,"C(=O)(c1cc(n(n1)C(C)(C)C)C)Nc1cc2OCCOc2cc1	",-0.048,1.04,0
MAC-0158513,"c1(ncoc1c1ccccc1)C(=O)Nc1cc2c(cc1)OCCO2	",-0.719,1.0535,0
MAC-0158514,"c1(cc(no1)C(=O)Nc1cc2c(cc1)OCCO2)C	",-2.5265,0.895,0
MAC-0158515,"c1(c(cccc1)F)NC(/C(=N/O)/C)(C)C	",0.4785,0.9555,0
MAC-0158516,"S(=O)(=O)(N1c2c(cc([N+](=O)[O-])cc2)CC1)c1ccccc1	",3.302,1.0465,0
MAC-0158517,"c1cnc(c(c1)C(=O)Nc1cccc2c1non2)SCCC	",-0.5835,0.993,0
MAC-0158518,"c1(cc(sc1C(=O)C)C(C)(C)C)NC(=O)c1c(nccc1)SCCC	",2.998,1.0605,0
MAC-0158519,"n1c(cc(o1)NC(=O)c1c(nccc1)SCCC)C	",-1.6645,1.003,0
MAC-0158520,"c1c(nc(c(c1)C(=O)Nc1cc2c(cc1)nc(cc2)C)C)C(F)(F)F	",0.0835,1.033,0
MAC-0158521,"c1(C)c(snn1)C(=O)N1CCC(CC1)(c1ccc(cc1)Cl)O	",-0.2835,1.05,0
MAC-0158522,"n1c(c(nn1c1ccccc1)C)C(=O)N1CCC(CC1)(c1ccc(cc1)Cl)O	",0.181,0.922,0
MAC-0158523,"C1(SCCS1)c1ccc(Oc2ccc(o2)C(=O)OC)cc1	",-0.8145,0.929,0
MAC-0158524,"n1ccn(c1)CC1/C(=N\O)/CCCC1	",-0.505,0.9825,0
MAC-0158525,"C1(CC(=NO1)c1ccccc1)C(=O)NCC(C)C	",-0.8855,0.9795,0
MAC-0158526,"C1(CC(=NO1)c1ccc(cc1)Cl)C(=O)NCc1ccccc1	",-0.0095,1.0095,0
MAC-0158527,"C1(CC(=NO1)c1ccccc1)COC(=O)c1ccc(cc1)Cl	",0.548,1.023,0
MAC-0158528,"c1(n(c2c(n1)n(c(=O)n(c2=O)Cc1ccc(cc1)Cl)C)C)N1CCN(CC1)c1ccccn1	",3.057,1.0635,0
MAC-0158529,"n1cccc2c1c(ccc2)Oc1ccccn1	",-0.0905,1.0435,0
MAC-0158530,"n1(c(=O)n(c2c(c1=O)n(c(n2)Oc1c(cccc1)Br)C)C)C	",2.093,0.922,0
MAC-0158531,"c1(ccco1)CNC(=O)c1c(=O)oc2ccccc2c1	",-0.35,0.9085,0
MAC-0158532,"n1(c(cc(n1)C)C)c1n(c2c(n1)n(c(=O)n(c2=O)C)C)Cc1c(cc(cc1)Cl)Cl	",-0.3835,0.959,0
MAC-0158533,"C1CCOC1n1c(=O)n(c(=O)c(c1)F)Cc1cccc2c1cccc2	",3.35,1.0095,0
MAC-0158534,"[nH]1c(nc2c(c1=O)n(cn2)CC)N	",-0.0785,0.9825,0
MAC-0158535,"[C@@H]1([C@H]([C@@H](O[C@@H]1n1c(nc2c1ncnc2N)N(C)C)CO)O)O	",-0.969,0.9755,0
MAC-0158536,"[C@@H]1([C@H]([C@@H](O[C@@H]1n1cnc2c1nc([nH]c2=O)N)COC(=O)C)OC(=O)C)OC(=O)C	",-0.8215,0.986,0
MAC-0158537,"c1nc2c(n1COCCO)nc[nH]c2=O	",1.555,1.04,0
MAC-0158538,"[C@@H]1([C@H]([C@@H](O[C@@H]1n1nc(nc1)C(=O)N)CO)O)O	",-12.6735,0.7195,0
MAC-0158539,"c1(nnc(o1)c1ccccc1)Cn1cnc2n(c(=O)n(c(=O)c12)C)C	",1.645,0.935,0
MAC-0158540,"c1n(c2c(n1)n(c(=O)n(c2=O)C)C)Cc1c(ccc(c1)OC)Cl	",0.393,0.969,0
MAC-0158541,"c1(C(NCCn2cnc3c2ncnc3N)C)ccccc1	",-0.598,0.9555,0
MAC-0158542,"N1=C(CC(O1)COc1ccc2c(c1)oc(=O)cc2C)c1ccccc1	",0.698,0.9925,0
MAC-0158543,"n1(c(=O)[nH]c2c1cccc2)Cc1ccccc1	",0.3785,0.993,0
MAC-0158544,"c1(=O)n(c2c([nH]1)cc(c(c2)Cl)Cl)c1ccncc1	",-3.245,0.952,0
MAC-0158545,"c1(nc2c(s1)cccc2)c1cnccc1	",0.1215,1.02,0
MAC-0158546,"c1(c(cc(cc1)Cl)N)Nc1ccncc1	",-0.095,0.895,0
MAC-0158547,"C(=C(\c1ccc(cc1)OC)/NCCC)(/C(=O)Nc1cc(Cl)ccc1)\C(=O)Nc1cc(Cl)ccc1	",3.405,0.9625,0
MAC-0158548,"S(c1cc(nc2ncnn12)c1ccccc1)C(C(=O)C)C(=O)OCC	",1.581,0.9895,0
MAC-0158549,"o1cccc1c1c2c(nc(c1)c1ccccc1)oc(c1nnc(n1CC)SCC(=O)N)c2N	",-1.1235,0.952,0
MAC-0158550,"Cc1c2c3c(sc2nc(c1)C)c(Oc1ccc(cc1)Cl)ncn3	",-2.8,0.9485,0
MAC-0158551,"O=C1N(C(=O)c2c1cccc2)C/C(=N/NC(=O)OCC)/c1ccc(cc1)C(F)(F)F	",-0.8715,0.9795,0
MAC-0158552,"c1ccoc1CN1C(=O)c2c(C1C(=O)NC1CCCCC1)cccc2	",1.181,1.016,0
MAC-0158553,"N1CCCn2c1nnc2SCC=C	",0.1285,1.023,0
MAC-0158554,"n1(c(=S)n(c2c(c1=O)c(O)c(s2)C(=O)OCC)c1ccccc1)c1ccccc1	",-0.898,0.878,0
MAC-0158555,"C1S/C(=N/N=C/c2c(c3ccccc3)nn(c2)c2ccccc2)/NC1=O	",-1.169,0.8915,0
MAC-0158556,"n1(cnc2c(c1=O)cnn2c1ccccc1)C	",-0.5165,0.952,0
MAC-0149048,"n1(c(n[nH]c1=S)c1ccc(cc1)Cl)c1ccccc1	",-0.7835,0.9485,0
MAC-0121689,"n1(c(n[nH]c1=S)c1ccncc1)Cc1ccccc1	",2.7215,1.016,0
MAC-151508,"c12c3c(ncn1c(nn2)C)sc1c3CCC(C1)C	",0.65,0.993,0
