Mac-ID,SMILES,Avg-B-Score,Avg-Res-Growth,Active
MAC-0175884,"N1(C(=S)S/C(=C/c2ccc(C(=O)O)cc2)/C1=O)c1ccccc1	",0.3545,0.9455,0
MAC-0078543,"C\1(=C(\C(=O)Nc2c(cc(cc2)Cl)Cl)/C(=O)OCC)/NC(Cc2c1cccc2)(C)C	",-0.3545,1.058,0
MAC-0175886,"N1(C(=S)S/C(=C\c2cc(c(cc2)O)O)/C1=O)c1ccc([N+](=O)[O-])cc1	",5.518,1.0685,0
MAC-0078544,"C1(=C/C(=C/c2cc(c(c(c2)OC)OC)OC)/C(=O)O1)c1c(ccc(c1)OC)OC	",-1.766,1.0085,0
MAC-0175888,"n12c(cc(nc1cc(n2)C(=O)Nc1cc(O)ccc1)c1ccc(cc1)OC)C(F)(F)F	",-7.0775,0.953,0
MAC-0175889,"C\1(=C/2\C(=O)NC(=S)N2)/C(=O)Nc2c1c(ccc2C)Cl	",-1.436,1.0125,0
MAC-0175890,"c1(c2c(oc(=O)c1)cc(c(c2)Cl)OCc1ccc(F)cc1)c1ccccc1	",1.2775,1.079,0
MAC-0175891,"N1(C(=S)NC(=O)/C(=C\c2cc3c(OCO3)cc2)/C1=O)c1c(cc(cc1)Cl)Cl	",-0.3335,1.016,0
MAC-0175892,"N1(C(C2=C(Nc3c1cccc3)CC(CC2=O)(C)C)c1c(F)cccc1)C(=O)C(C)C	",-0.1125,0.967,0
MAC-0175893,"N1(C(=O)S/C(=C\c2cc(c(cc2)O)OC)/C1=O)c1ccc(cc1)Cl	",6.0775,1.164,0
MAC-0175894,"n12c(=NC(=C(C2c2ccc(cc2)Cl)C(=O)OCC)C)s/c(=C\c2ccc(N(CC)CC)cc2)/c1=O	",-0.1575,1.0265,0
MAC-0175895,"c12=C(C(C(=C(n1c1c(s2)cccc1)N)C#N)c1c(F)cccc1Cl)C#N	",4.967,1.1215,0
MAC-0078562,"c12c3c(oc(=O)c1CCC2)cc(c(c3)Cl)OCc1ccc(F)cc1	",-0.8615,1.0545,0
MAC-0175897,"N1(C(=O)C2C(C1=O)C1C=CC2CC1)c1ccc(C(=O)O)cc1	",-0.644,1.0475,0
MAC-0175898,"C12(C(=C(OC3=C1C(=O)CCC3)N)C(=O)OC)C(=O)Nc1c2cccc1	",1.1575,1.104,0
MAC-0078321,"C12=C(c3c(NC1c1ccc(SC)cc1)ccc1c3cccc1)CC(CC2=O)(C)C	",0.373,1.0085,0
MAC-0078322,"c1(c(nc2c(c1c1ccc(cc1)F)CCCCC2)N)C#N	",1.2665,0.9765,0
MAC-0175701,"C(CC(=O)c1ccccc1)(c1occc1)C1C(=O)CCCC1	",-0.2785,1.019,0
MAC-0175702,"n1c(scc1c1ccc(cc1)Cl)Nc1c(C)cccc1	",3.0395,1.068,0
MAC-0078326,"N1(C(=O)C2C(C1=O)C(N(O2)c1c(C)cccc1)c1cc(Br)ccc1)c1c(OC)cccc1	",1.1505,1.0505,0
MAC-0175704,"[n+]1(c2c(cc(c(c2)C)C)n(c1)N)CC(=O)c1ccc(cc1)OC	",-0.873,1.0085,0
MAC-0175705,"c12n(cc(n1)c1ccc(cc1)c1ccccc1)c1ccccc1n2CCN(CC)CC	",-0.335,1.012,0
MAC-0175706,"n1c(c2sccc2)csc1Nc1ccccc1	",-0.1315,1.0295,0
MAC-0175707,"c1(c2c(c(nc3c2CCCCC3)N)C#N)sc(cc1)CC	",2.8905,1.061,0
MAC-0078330,"c1(nc2c(n1CC=C)cccc2)C(c1ccccc1)O	",-0.5985,0.9555,0
MAC-0175709,"n12c(=NC(=C(C2c2ccccc2)C(=O)OCC)C)s/c(=C\c2ccc(N(CC)CC)cc2)/c1=O	",3.0665,1.0825,0
MAC-0078332,"N1C(=S)N/C(=C\c2oc(c3cc([N+](=O)[O-])ccc3Br)cc2)/C1=O	",-9.083,0.8925,0
MAC-0175711,"N1(C(=O)CCC1=O)CC(=O)Oc1cc2C(=CC(Nc2cc1)(C)C)C	",-0.809,1.0295,0
MAC-0175712,"c1(c(=O)n(c2c(c1O)cccc2)CCC)C(=O)NCc1c(Cl)cccc1	",-2.845,0.9945,0
MAC-0175713,"c1(c(c2c([nH]c1=O)cccc2)O)CC(=O)Nc1ccc(F)cc1	",0.0815,1.0295,0
MAC-0175714,"N1(C(=O)/C(=C\Nc2ccc(cc2)OC)/c2c(C1=O)cccc2)c1ccccc1	",4.768,1.117,0
MAC-0078333,"N1(C(=O)C(CC1=O)N1CCC(Cc2ccccc2)CC1)c1cc(Br)ccc1	",1.294,1.0505,0
MAC-0175716,"n1c(c([nH]c1c1ccc(cc1)I)c1ccc(c2ccc([N+](=O)[O-])cc2)cc1)c1ccccc1	",-3.0165,0.931,0
MAC-0175717,"[N+](=O)(c1cc(c(c2oc(C=C(C#N)C#N)cc2)cc1)OC)[O-]	",-2.649,1.0085,0
MAC-0175718,"n1c(scc1c1cc(C)c(cc1)C)Nc1cc(OC)ccc1	",-1.9835,1.0155,0
MAC-0175719,"n1c(scc1c1cc([N+](=O)[O-])ccc1)Nc1c(F)cccc1	",2.905,1.0995,0
MAC-0175720,"C\1(=C\c2sc(c(c2)Br)CC)/C(=NOC1=O)c1ccccc1	",0.4175,1.0545,0
MAC-0175721,"c1(C(=O)N2CCN(CC2)c2ccccc2)cc([N+](=O)[O-])ccc1Cl	",-0.4175,1.0365,0
MAC-0175722,"N1(C(=O)CC(C1=O)S/C(=N/CC)/NCC)c1cc(cc(c1)Cl)Cl	",2.99,1.103,0
MAC-0175723,"c1(c(nc([nH]c1=O)/C=C/c1ccc(Br)cc1)O)[N+](=O)[O-]	",-0.086,0.9875,0
MAC-0175724,"C1(=C(OC2=C(C1c1sc(c(c1)Br)C)C(=O)CCC2)N)C#N	",-0.096,0.9345,0
MAC-0175725,"n1c(scc1c1cc(C)c(cc1)C)Nc1ccc(Oc2ccccc2)cc1	",1.363,1.033,0
MAC-0175726,"n12c(=NC(=C(C2c2ccccc2)C(=O)OCC)C)s/c(=C\c2ccc(cc2)C(C)C)/c1=O	",1.483,1.0295,0
MAC-0175727,"C1(=C(OC2=C(C1c1sc(c(c1)Br)CC)C(=O)CCC2)N)C#N	",-0.5,1.012,0
MAC-0175728,"N1C(C2C(c3c1ccc(c3)C(=O)O)C=CC2)C(=O)O	",5.903,1.0965,0
MAC-0175729,"N1C(=O)C(Nc2c1cccc2)CC(=O)Nc1ccc(Cl)cc1	",-0.155,1.0015,0
MAC-0175730,"c1(nc2c(n1C)cccc2)CNC(C12CC3CC(C1)CC(C2)C3)C	",-0.867,1.005,0
MAC-0175731,"c12n(c(c(n1)c1ccccc1)C=O)c1c(n2C)cccc1	",0.4105,0.98,0
MAC-0175732,"c1(c(=O)n(c2c(c1O)cccc2)C)C(=O)NC(C)C	",-1.611,0.896,0
MAC-0175733,"c12c(nnc(n1)SCCC)c1c(NC(O2)c2cc(c(cc2)OC)Br)cccc1	",0.581,1.005,0
MAC-0175734,"N1(C(=O)C(CC1=O)N(c1ccccc1)O)c1c(OCCC)cccc1	",-1.224,0.973,0
MAC-0175735,"c12n(c(C(=O)OC)c(n1)C)c1ccccc1n2CCC	",-0.6365,0.991,0
MAC-0175736,"c1(cc(c2c(c(nc3c2CCCCC3)N)C#N)sc1CC)[N+](=O)[O-]	",3.0075,1.04,0
MAC-0038159,"N1(C(C(C(C(C1c1ccccc1)C)O)C)c1ccccc1)C	",-1.583,0.966,0
MAC-0175738,"c1(nc2c(n1C(C)C)cccc2)C(c1c(OC)cccc1)O	",0.5455,1.012,0
MAC-0175819,"n12c(=NC(=C(C2c2ccc(N(C)C)cc2)C(=O)OCC)C)s/c(=C\c2oc(cc2)c2ccc(cc2)Br)/c1=O	",-1.209,0.9555,0
MAC-0175820,"c1(N2N=C(c3ccc(cc3)F)CC2c2ccc(cc2)C(C)C)sc(C(=O)C)c(n1)C	",5.6285,1.019,0
MAC-0078453,"c1(c(c(cc(c1O)C(C)(C)C)C(C)(C)C)O)C(=O)C	",-0.769,0.987,0
MAC-0175822,"c12c(sn(c1=S)c1cc(F)ccc1)C(Nc1c2cc(c(c1)C)C)(C)C	",5.2065,1.0745,0
MAC-0078458,"N1(C(=O)C(CC1=O)N1CCC(C(=O)OCC)CC1)c1cc(Br)ccc1	",1.2175,1.0225,0
MAC-0175824,"N1(C(=O)CC(C1=O)SC(=N)N/N=C(/c1sccc1)\C)c1ccc(cc1)Br	",-1.358,0.9735,0
MAC-0175825,"c12[nH]c3c(c2CCCC1C(=O)N(CC)CC)cc(cc3)Cl	",0.641,1.0015,0
MAC-0175826,"n1(c(=O)c2c3c(c1=O)cccc3c(N1CCOCC1)cc2)C(C)C	",-2.077,0.97,0
MAC-0078468,"N1(C(C(F)(F)F)(CC(=N1)CC)O)C(=O)c1ccncc1	",-0.115,0.973,0
MAC-0175828,"c12n(c(c(n2)c2ccccc2)C(=O)CC)c2c(n1Cc1ccccc1)cccc2	",4.722,0.998,0
MAC-0175829,"N1(C(=O)C(CC1=O)N1CCN(C(=O)OCC)CC1)c1ccc(cc1)Br	",-0.1265,0.9945,0
MAC-0175830,"n12c(=NC(=C(C2c2ccc(N(C)C)cc2)C(=O)OCC)C)s/c(=C\c2ccc(cc2)C)/c1=O	",-0.646,0.9805,0
MAC-0078471,"n1c(scc1c1ncccc1)Nc1cc(O)ccc1	",-1.8075,0.9765,0
MAC-0175832,"n1c(n(c2c1cc(NCc1ccc(Br)cc1)cc2)C)C	",0.47,1.0015,0
MAC-0175833,"n1(c(nc2c1cccc2)C(=O)C)Cc1ccccc1	",0.274,0.9945,0
MAC-0175834,"n1c2c(nc(c1N1CCOCC1)Nc1cc(C(F)(F)F)ccc1)non2	",-4.0055,0.9415,0
MAC-0175835,"c1(c(c2c([nH]c1=O)cccc2)O)CC(=O)Nc1ccc(cc1)OC	",-0.0635,0.98,0
MAC-0175836,"n12c(=NC(=C(C2c2ccccc2)C(=O)OCC)C)s/c(=C\c2c(cc3c(c2)OCO3)Br)/c1=O	",-0.988,0.9135,0
MAC-0175837,"C(=C\c1sc(c(c1)Br)C)(\C(=O)N)/C#N	",-1.6305,0.9765,0
MAC-0175838,"n12c(=NC(=C(C2c2ccc(N(C)C)cc2)C(=O)OCC)C)s/c(=C\c2cc(OC)ccc2)/c1=O	",0.6845,1.0085,0
MAC-0175839,"C\1(=N\C(=O)C)/NC(=O)/C(=C/c2c(OC)cccc2)/S1	",1.084,1.026,0
MAC-0175840,"c1(c(c(nc2c1cccc2)C)c1ccccc1)C(=O)O	",0.9725,1.019,0
MAC-0175841,"C1(=C(SC(=C(C1c1sc(c(c1)Br)CC)C#N)N)N)C#N	",-0.0385,0.9945,0
MAC-0175842,"N1(C(=O)C(CC1=O)N1CCN(C(=O)OCC)CC1)c1cc(c(cc1)Cl)Cl	",-0.3865,1.005,0
MAC-0175843,"[N+]1(=Cc2c(C(CC31CCCC3)C)cccc2)[O-]	",0.097,0.9875,0
MAC-0078496,"N1(C(=O)/C(=C\Nn2cnnc2)/c2c(C1=O)cccc2)c1ccc(cc1)C	",0,0.931,0
MAC-0175845,"N(C(=O)C)(C1CCCCCCCCCCC1)CCCN(C)C	",0.8125,1.0225,0
MAC-0175846,"C1(=C(OC(=C(C1c1sc(cc1)C)C#N)N)C)C(=O)OC	",0.011,1.0085,0
MAC-0078501,"N1(c2nc(c3ccc(cc3)CC)cs2)N=C(c2sccc2)CC1c1ccc(cc1)F	",-1.9595,0.984,0
MAC-0078502,"N1(C(=S)S/C(=C/c2cnccc2)/C1=O)c1cc(C(F)(F)F)ccc1	",-2.246,0.97,0
MAC-0175849,"c1(nc2c(n1C)ccc(c2)OC)NCCO	",0.392,1.0085,0
MAC-0175850,"c12c(C(C(=C(O1)N)C#N)c1sc(cc1)C)c(n[nH]2)C	",0.696,1.0225,0
MAC-0175851,"C1(C(=O)c2c(C1=O)cccc2)C(=O)/C=C/c1ccc(cc1)C	",-3.1995,0.9485,0
MAC-0175852,"C\1(=C/NCc2ncccc2)/C(=O)CC(CC1=O)c1ccccc1	",17.0165,1.2085,0
MAC-0078507,"C\1(=C/NC2CCCC2)/C(=O)CC(CC1=O)c1ccccc1	",-0.102,1.019,0
MAC-0175854,"C\1(=C/NCc2cnccc2)/C(=O)Nc2c1cccc2	",-0.264,1.0155,0
MAC-0175855,"C\1(=C/NC2CCN(Cc3ccccc3)CC2)/C(=O)Nc2c1cccc2	",-0.3225,1.026,0
MAC-0175856,"C\1(=C/Nc2cc3[nH]ncc3cc2)/C(=O)Nc2c1cccc2	",-0.239,1.0155,0
MAC-0175857,"C\1(=C/NC2c3[nH]c4c(c3CCC2)cccc4)/C(=O)Nc2c1cccc2	",16.33,1.258,0
MAC-0175858,"C1(=C(NC(=S)NC1c1cc(OC)ccc1)C)C(=O)OCC	",1.606,1.051,0
MAC-0078265,"c1(c2nc(c(nc2cc(c1C)[N+](=O)[O-])O)O)[N+](=O)[O-]	",0.2105,0.9845,0
MAC-0175660,"c1(nc2c([nH]1)ccc(c2)OC)N1CCOCC1	",-0.4905,0.9535,0
MAC-151753,"n12c(nc3c1cc(c(c3)C)C)s/c(=C\c1occc1)/c2=O	",2.3915,1.022,0
MAC-0175662,"n12c(=NC(=C(C2c2ccc(N(C)C)cc2)C(=O)OCC)C)s/c(=C\c2oc(cc2)c2ccc(C(=O)O)cc2)/c1=O	",2.6345,1.0185,0
MAC-0175663,"c12n(cc(n1)c1ccccc1)c1ccccc1n2CCN(CC)CC	",-0.6465,1.0015,0
MAC-0175664,"c12c(nnc(n1)SCCC)c1c(NC(O2)c2cc(Cl)ccc2)cccc1	",-2.224,0.9705,0
MAC-0078274,"c1(cc(c2oc(cc2)/C=N/Nc2cc(c(cc2)Cl)Cl)ccc1Cl)C(=O)O	",1.508,1.035,0
MAC-0175666,"c12n(nc(n1)C)c1c(n2CC#N)cccc1	",-0.699,1.0385,0
MAC-0078276,"N1(C(=O)C(CC1=O)N1CCN(c2ccc(cc2)Cl)CC1)c1cc(Br)ccc1	",0.0255,0.991,0
MAC-0078283,"C(=C\c1oc(c2c(cc([N+](=O)[O-])cc2)OC)cc1)(/C(=O)N)\C#N	",7.5575,1.1035,0
MAC-0078287,"C(=C\c1cnccc1)(\C(=O)Nc1c(OC)cccc1)/NC(=O)c1ccc(cc1)C	",-0.6785,0.9775,0
MAC-0175670,"c12n(cc(n1)c1ccc(cc1)c1ccccc1)c1ccccc1n2CCN1CCCCC1	",-0.0255,0.981,0
MAC-0175671,"c12c(nnc(n1)SCCC)c1c(NC(O2)C2C(CC(=CC2)C)C)cccc1	",-2.308,0.9805,0
MAC-0078289,"n12c(=NC(=C(C1c1cc3c(OCO3)cc1)C(=O)OCC)C)s/c(=C\c1ccc(Cl)cc1)/c2=O	",3.6225,1.0835,0
MAC-0175673,"S(=O)(=O)(N(CC(=O)O)c1ccccc1)c1ccc(cc1)Cl	",-0.236,1.015,0
MAC-151173,"N12c3c(C4C(C1C(=O)O)CC=C4)cc(cc3C1C(C2)CC=C1)Br	",0.826,1.076,0
MAC-0175675,"c1(nc(c(s1)C)c1ccc(cc1)C)Nc1c(F)cccc1	",3.301,1.0355,0
MAC-0175676,"c12c(nnc(n1)SCCCC)c1c(NC(O2)c2ccc(cc2)OC)cccc1	",-5.0035,0.8685,0
MAC-0175677,"C(=O)(c1c(N)cccc1)OC1CSC1	",-0.33,0.967,0
MAC-0175678,"c1(nc2c(n1C)cccc2)C(c1ccccc1)(c1ccccc1)O	",0.419,0.974,0
MAC-0078296,"N1(C(=O)C(CC1=O)N1CCN(c2c(F)cccc2)CC1)c1ccc(cc1)OC	",-1.48,0.9805,0
MAC-0175680,"C\1(=C/NN(c2ccccc2)C)/Sc2c(C1=O)cccc2	",-0.378,0.998,0
MAC-0175681,"n1(c(nc2c1cccc2)C)Cc1c2c(ccc1)cccc2	",0.236,1.008,0
MAC-0081758,"c1(nc2c([nH]1)cccc2)/C(=C\c1ccc(Br)cc1)/NC(=O)c1ccc(cc1)C	",0.5315,1.056,0
MAC-0175683,"c1(c2c(non2)NC(=O)C)nc2c(n1C)cccc2	",0.72,0.9775,0
MAC-0175684,"C1(N=C(OC1c1ccccc1)N)C(=O)c1ccc(cc1)C	",0.6065,0.957,0
MAC-0175685,"c12c(nnc(n1)SCCCC)c1c(NC(O2)c2c(F)cccc2)cccc1	",-1.051,0.9435,0
MAC-0175686,"S(=O)(=O)(n1c(ncc1)C)c1c(cc(cc1)F)OC	",-0.453,0.9465,0
MAC-0078311,"n1c(scc1c1cc(C)c(cc1)C)Nc1c2c(cccc2)ccc1	",2.448,1.0385,0
MAC-0175688,"C\1(=C\c2c(OCCO)cccc2)/C(=O)C(=O)c2c1cccc2	",0.6375,1.005,0
MAC-0175689,"C12(C(C(C(=C(C)C)OC2)C(=CC1C)C)C)CO	",-1.2515,0.971,0
MAC-0078316,"C\1(=C\c2cc(Br)ccc2)/C(=O)N(NC1=O)c1cc(c(cc1)Cl)Cl	",-1.3655,1.012,0
MAC-0175691,"N1(C(=O)C(CC1=O)N1CCN(C(=O)c2ccccc2)CC1)c1ccc(cc1)F	",-0.022,0.9465,0
MAC-0175692,"N1(C(=O)C2C(C1=O)ON(C2c1ccc(cc1)F)c1ccc(cc1)Cl)Cc1ccccc1	",1.369,0.9535,0
MAC-0175693,"N1C(=S)S/C(=C/c2oc(cc2)c2ccc(C(=O)O)cc2)/C1=O	",0.6,0.957,0
MAC-0175694,"N1C(=N)S/C(=C\c2cc(c(Oc3c([N+](=O)[O-])cc(C(F)(F)F)cc3)cc2)OC)/C1=O	",-1.8375,0.906,0
MAC-0175695,"c12n(c(c(n1)c1ccccc1)C(=O)C)c1c(n2C)cccc1	",-0.4955,0.971,0
MAC-0175696,"N12C3C(N(C(=O)C2)Cc2ccccc2)CCCC3c2c1ccc(c2)C	",0.2785,0.981,0
MAC-0175697,"c12C(NC(=O)Cc1cc(c(c2)OC)OC)c1ccc(cc1)OC	",-1.282,0.9535,0
MAC-0175698,"N1c2c(C3C(C1C(=O)O)CC=C3)cccc2I	",1.0785,1.039,0
MAC-0175619,"S(=O)(=O)(c1c2c(c(cc1)OCC)cccc2)NCc1ncccc1	",0.402,0.95,0
MAC-0078228,"c1(cc(c2oc(cc2)C=O)ccc1Cl)C(=O)O	",-2.391,0.882,0
MAC-0175621,"N12c3c(C4C(C1C(=O)O)CC=C4)cc(cc3C1C(C2)CC=C1)Cl	",3.472,1.0045,0
MAC-0175622,"c1(c(=O)n(c2c(c1O)cccc2)CC)C(=O)NC(C)C	",-0.415,0.926,0
MAC-0175623,"c1(c(c2c(o1)ccc(c2)C)c1ccc(cc1)C)CCC(=O)C	",3.046,1.0285,0
MAC-0175624,"N1(C(=O)CC(C1=O)Nc1ccc(cc1)OC)c1cc(Br)ccc1	",0.0325,0.974,0
MAC-0078233,"C\1(=C/2\C(=O)NC(=S)N2)/C(=O)Nc2c1cc(cc2)I	",-0.53,0.9635,0
MAC-0175626,"N1(C(=O)CC(C1=O)Nc1ccc(cc1)OC)c1cc(cc(c1)Cl)Cl	",-0.7405,1.0015,0
MAC-0175627,"c12c(nnc(n1)SCC)c1c(NC(O2)c2nc(ccc2)C)cccc1	",-0.3605,0.916,0
MAC-0175628,"n12c(=NC(=C(C2c2ccc(N(C)C)cc2)C(=O)OCC)C)s/c(=C\c2ccc(N(CC)CC)cc2)/c1=O	",-0.706,0.892,0
MAC-0175629,"S(=O)(=O)(c1ccc(c2n3c(=NCC3)sc2)cc1)N(CC)CC	",-0.805,0.9055,0
MAC-0175630,"N1(C(=O)C(CC1=O)Nc1ccc(cc1)OC)Cc1ccccc1	",0.176,0.916,0
MAC-0078240,"N1(C(=O)C(CC1=O)N1CCN(c2c(Cl)cccc2)CC1)c1cc(Br)ccc1	",2.9675,1.0085,0
MAC-0175632,"n1c(scc1c1cc(C)c(cc1)C)Nc1ccc(cc1)F	",5.5335,1.049,0
MAC-0175633,"c1(nc(C)c(s1)C(=O)C)Nc1ccc(Oc2ccccc2)cc1	",4.9435,1.0385,0
MAC-0078243,"n1c(scc1c1ncccc1)Nc1ccc(cc1)OCC	",-0.176,0.991,0
MAC-0175635,"c12c(nnc(n1)SCCC)c1c(NC(O2)c2ccc(N(CC)CC)cc2)cccc1	",-1.154,0.9365,0
MAC-0175636,"n1c(Nc2cc(OC)ccc2)cc(c2c1cccc2)C	",-4.1245,0.865,0
MAC-0175637,"N1C(=S)S/C(=C/c2cc(c(cc2)OCCCC)OC)/C1=O	",10.545,1.1445,0
MAC-0175638,"c12c(nnc(n1)SCCC)c1c(NC(O2)c2ccccc2)cccc1	",0.1485,0.95,0
MAC-0175639,"c12c(nnc(n1)SCCC)c1c(NC(O2)c2sccc2)cccc1	",0.547,0.9975,0
MAC-0175640,"c12n(cc(n1)c1ccc(cc1)Cl)c1ccccc1n2CCN(CC)CC	",-0.0595,0.9845,0
MAC-0175641,"c1(nc2c(n1C)cccc2)C(c1ccc(cc1)OC)O	",-0.417,0.9775,0
MAC-0175642,"c1(nc2c(n1C(C)C)cccc2)C(c1cc(c(cc1)OC)OC)O	",0.5625,1.039,0
MAC-0175643,"C(=C\c1sc(cc1)CC)(\C(=S)N)/C#N	",-1.469,0.933,0
MAC-0175644,"n1(c(c(c2c1ccc(c2)O)C(=O)C)C)c1ccc(cc1)C	",2.3565,0.9805,0
MAC-0175645,"n12c(nc3c1ccc(c3C)C)s/c(=C/c1ccc(Br)cc1)/c2=O	",0.028,0.9565,0
MAC-0175646,"c1(c(n(c2c1cc(cc2)O)c1ccc(cc1)I)C)C(=O)c1ccccc1	",1.2145,0.9705,0
MAC-0175647,"n12c(=NC(=C(C2c2ccccc2)C(=O)OCC)C)s/c(=C\c2cc(OC)ccc2)/c1=O	",2.228,1.0285,0
MAC-0175648,"c1(nc2c(n1CC)cccc2)C(c1c(OC)cccc1)O	",-1.647,0.9565,0
MAC-0175649,"c1(nc2c([nH]1)ccc(c2)OCC)SCC(C(C)(C)C)O	",-0.6505,0.974,0
MAC-0078257,"n1c(c2sccc2)csc1Nc1ccc(cc1)OCC	",-0.259,1.0255,0
MAC-0078258,"c1([N+](=O)[O-])c(N2CCCCC2)ccc(/C=C\2/C(=O)NC(=S)S2)c1	",0.771,1.015,0
MAC-0078259,"N1(C2(CC(c3c(C1)cccc3)C)CCCC2)C(=O)C	",5.554,1.0905,0
MAC-0175653,"N1C(=N)S/C(=C\c2oc(c3cc([N+](=O)[O-])c(cc3)Cl)cc2)/C1=O	",-2.231,0.9605,0
MAC-0078260,"c12c(c3c([nH]c1=O)cccc3)oc(n2)C	",-0.4565,0.9845,0
MAC-0175655,"N1(C(=S)S/C(=C/c2cc(c(cc2)OC)O)/C1=O)c1cc(C(F)(F)F)ccc1	",-6.0345,0.926,0
MAC-0175656,"C1(=C(OC2=C(C1c1sc(cc1)CC)C(=O)CC(C2)(C)C)N)C#N	",-0.3095,1.025,0
MAC-0175657,"n1c(scc1c1c(cc(cc1)C)C)Nc1ccc(cc1)OC	",20.188,1.39,0
MAC-0175658,"c1(nc(c([nH]1)c1ccccc1)c1ccccc1)c1c(OCc2c(cc(cc2)Cl)Cl)c(OC)ccc1	",6.576,1.189,0
MAC-0175939,"c12c(nnc(n1)SCCCC)c1c(NC(c3c(cc4c(c3)OCO4)Br)O2)cccc1	",-1.938,0.9425,0
MAC-0175940,"c12n(ncc1c1ccc(cc1)Cl)c(cc(n2)C)c1ccccc1	",3.6665,1.0375,0
MAC-0175941,"N1(C(C2=C(Nc3c1cccc3)CC(CC2=O)(C)C)c1oc(cc1)c1ccc([N+](=O)[O-])cc1)C(=O)C(F)(F)F	",3.5055,1.069,0
MAC-0175942,"S1C(=NNC1c1ccc(C(=O)OC)cc1)c1ccccc1	",-1.533,0.9745,0
MAC-0078627,"n1(nc(cc1C)Nc1ccccc1)C(=O)c1ccc(cc1)Cl	",1.054,1.0515,0
MAC-0175944,"n12c3c(nc(c1nnn2)Nc1cc(ccc1OC)OC)non3	",0.34,1.051,0
MAC-0078632,"n12c(c(c(n1)Cc1ccccc1)c1ccc(cc1)OC)[nH]c1c(c2=O)CCC1	",-0.501,1.034,0
MAC-0175946,"[N+](=O)(c1cc(C(F)(F)F)ccc1NCCNCCO)[O-]	",-0.8255,1.051,0
MAC-0078634,"N(=C\c1ccc(Cl)cc1)/N(C=O)CCC	",0.608,0.995,0
MAC-0175948,"n12c(nc3c2ncc(c3)Br)s/c(=C\c2occc2)/c1=O	",2.7795,1.016,0
MAC-0175949,"N1(C(=S)S/C(=C\c2ccc(cc2)O)/C1=O)C1CCCCC1	",-2.1315,0.9495,0
MAC-0175950,"n12c(=NC(=C(C2c2ccc(cc2)Cl)C(=O)OCC)C)s/c(=C\c2ccc(Br)cc2)/c1=O	",-0.103,1.002,0
MAC-0175951,"c12n(nc(c1c1ccc(cc1)OC)C)c(=O)cc([nH]2)c1ccc([N+](=O)[O-])cc1	",0.195,1.0295,0
MAC-0081773,"C(=C(\Nc1ccc(Cl)cc1)/C)/C(=S)Nc1ccccc1	",-1.9615,1.002,0
MAC-0175953,"C1(=C/C(=C/c2ccc(cc2)OC)/C(=O)O1)c1c(cc(cc1)OC)OC	",10.203,1.2505,0
MAC-0175954,"N1(C(=S)S/C(=C/c2c(c(OCC)ccc2)O)/C1=O)CC=C	",-0.626,1.0545,0
MAC-0175955,"n12c(c(c(n2)Cc2ccccc2)c2ccccc2)[nH]c(c(c1=O)Cl)C	",3.476,1.0505,0
MAC-0175956,"N1(C(=S)NC(=O)/C(=C\c2cc(c(c(c2)OC)OC)Br)/C1=O)c1ccc(cc1)Cl	",-3.2175,0.893,0
MAC-0175957,"N1(C(=O)/C(=C/c2cc(O)ccc2)/SC1=S)NC(=O)c1ccc(cc1)Br	",-0.509,0.9845,0
MAC-0175958,"c12n(c(cc(n2)c2ccccc2)C(F)(F)F)nc(c1Br)C(=O)Nc1cc2c(OCO2)cc1	",3.6405,1.079,0
MAC-0175959,"c12c(onc2CCC)CC(C/C/1=N/O)CC(SCC)C	",1.265,1.0545,0
MAC-0175960,"N1(C(=O)CC(C1=O)SCc1ccccc1)c1c(cc(cc1)C)C	",0.0565,1.0435,0
MAC-0175961,"C1(=O)N(C(=O)CC1[NH+]1CCCC1)N(C)C	",-0.1345,1.04,0
MAC-0078646,"N1(C(=O)CN(C1c1ccccc1)Cc1ccccc1)/N=C(/c1ccccc1)\C	",-1.1945,1.044,0
MAC-0078647,"C(=S)(Nc1ccccc1)NCCSCc1ccc(Cl)cc1	",-0.9175,0.946,0
MAC-0175964,"S1C(NN=C1c1ccccc1)(c1ccc([N+](=O)[O-])cc1)C	",-4.967,0.8405,0
MAC-0175965,"n12c(cc(nc1cc(n2)C(=O)N(C1CCCCC1)C)c1occc1)C(F)(F)F	",1.036,0.9985,0
MAC-0175966,"c1(c(cc(s1)C(=O)c1ccccc1)C(=O)C)Nc1ccc(cc1)C	",5.778,1.1075,0
MAC-0175967,"c12c(nnc(n1)SCCCC)c1c(NC(O2)C)cccc1	",-0.823,0.995,0
MAC-0078655,"N1(C(CC(=N1)C)(O)C)C(=O)c1ccccc1	",0.245,1.0295,0
MAC-0078657,"C1(=C(NC(=O)NC1c1ccc(cc1)Cl)C)C(=O)Nc1ccc(Cl)cc1	",0.238,1.0295,0
MAC-0175970,"c12c(nnc(n1)SCCCC)c1c(NC(O2)(CC)C)cccc1	",-1.1615,1.0265,0
MAC-0078660,"c12n(c(cc(n2)c2sccc2)C(F)(F)F)nc(c1Br)C(=O)N1CCN(c2ccc(cc2)F)CC1	",3.0325,1.0305,0
MAC-0175972,"N1(C(=S)S/C(=C\c2cc(c(cc2)OC)O)/C1=O)C1CCCCC1	",1.542,0.978,0
